name,website,country,city,industry_category,short_description,products_services,uses_gis,uses_remote_sensing,uses_drones,uses_lidar,uses_satellite_data,source_links,linkedin_url,followers,estimated_revenue,company_name,hq_country,hq_city,founded_year,status,main_product_or_service,product_category,core_use_cases,industry_verticals,delivery_model,target_customer_type,target_roles,regions_served,notable_customers,pricing_model,pricing_public,entry_price_or_plan,revenue_model,key_differentiators,main_competitors,partnerships,channel,go_to_market_notes,employee_count,linkedin_followers,funding,estimated_revenue_or_proxy,web_traffic_proxy,recent_news_or_launches,last_verified_date,data_sources,tech_stack_or_platform_notes,competitive_with_brooksie,potential_customer_of_brooksie,brooksie_as_customer_of_them
Blue River Information Technology,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,Blue River Information Technology,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Brillion,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,2897,,Brillion,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,2897,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
"Brytee (Gemlight Technologies, Inc.)",,,unknown,commercial drone / event exhibitor,Commercial UAV Expo 2023 exhibitor.,"Commercial drone, surveying, mapping, lidar, or related services",yes,unknown,yes,yes,unknown,https://www.expouav.com/2023-exhibitor-list/,,,,"Brytee (Gemlight Technologies, Inc.)",unknown,unknown,unknown,unknown,"Commercial drone, surveying, mapping, lidar, or related services",drone mapping platform,drone mapping; surveying,unknown,SaaS; services,enterprise,GIS analyst; surveyor; drone operator,unknown,unknown,services,unknown,unknown,Services and project fees,drone mapping platform,DroneDeploy; Pix4D; FlyPix AI,unknown,direct,Direct website-led GTM into enterprise users for drone mapping platform.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,drone imagery; LiDAR / point clouds,unknown,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
Bufete De Ingenier%C3%Ada En Telecomunicaciones Y Sistemas Sa De Cv,,,unknown,earth observation / Planet partner,Partner brand listed in the Planet partner directory.,"Earth observation, geospatial analytics, or satellite data services",yes,yes,unknown,unknown,yes,https://partner.planet.com/directory/s/list | https://partner.planet.com/directory/s/accountbrand/0TUHp0000012K6WOAU/bufete-de-ingenier%C3%ADa-en-telecomunicaciones-y-sistemas-sa-de-cv,,,,Bufete De Ingenier%C3%Ada En Telecomunicaciones Y Sistemas Sa De Cv,unknown,unknown,unknown,unknown,"Earth observation, geospatial analytics, or satellite data services",earth observation analytics,geospatial analysis; satellite imagery analysis,telecom,services,enterprise,remote sensing analyst; data analyst,unknown,unknown,services,unknown,unknown,Services and project fees,earth observation analytics,Planet; Picterra; Brooksie AI; UP42,Planet,partner-led,Partner-oriented GTM into enterprise accounts for earth observation analytics.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,satellite imagery,unknown,"Direct or partial competitor on geospatial analysis workflows, map outputs, and cross-source insight delivery.",Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
C2S Consulting Group,,,unknown,consulting / integration services,consulting / integration services,Geospatial consulting and integration services,unknown,unknown,unknown,unknown,unknown,unknown,,,,C2S Consulting Group,unknown,unknown,unknown,unknown,Geospatial consulting and integration services,consulting / integration services,unknown,unknown,services,enterprise,unknown,unknown,unknown,services,unknown,unknown,Services and project fees,consulting / integration services,Esri partners; GIS consultancies; system integrators,unknown,direct,Direct website-led GTM into enterprise users for consulting / integration services.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,"Partial competitor in analysis delivery services, but not a direct AI-native platform substitute.","Could use Brooksie to accelerate proposal scoping, multi-source analysis, and client-ready maps and reports.","Brooksie could use this company as an implementation, data-collection, or channel partner."
CAD Planet Technologies,,India,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,CAD Planet Technologies,India,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Planet,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Camber Corporation,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,Camber Corporation,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Canadian Physical AI Institute (CPAI),,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,248,,Canadian Physical AI Institute (CPAI),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,AI-native unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,248,unknown,unknown,unknown,unknown,2026-04-17,unknown,AI / machine learning,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
CARDIO Logic,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,CARDIO Logic,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Cecil,,,unknown,earth observation / Planet partner,Partner brand listed in the Planet partner directory.,"Earth observation, geospatial analytics, or satellite data services",yes,yes,unknown,unknown,yes,https://de.linkedin.com/showcase/cecil/ | https://partner.planet.com/directory/s/list | https://partner.planet.com/directory/s/accountbrand/0TUHp0000012KF6OAM/cecil,https://de.linkedin.com/showcase/cecil/,5723,,Cecil,unknown,unknown,unknown,unknown,"Earth observation, geospatial analytics, or satellite data services",earth observation analytics,geospatial analysis; satellite imagery analysis,unknown,services,enterprise,remote sensing analyst; data analyst,unknown,unknown,services,unknown,unknown,Services and project fees,earth observation analytics,Planet; Picterra; Brooksie AI; UP42,Planet,partner-led,Partner-oriented GTM into enterprise accounts for earth observation analytics.,unknown,5723,unknown,unknown,unknown,unknown,2026-04-17,satellite imagery,unknown,"Direct or partial competitor on geospatial analysis workflows, map outputs, and cross-source insight delivery.",Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
Celer Scientific,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,Celer Scientific,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Centauri (formerly Integrity Applications Incorporated),,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,Centauri (formerly Integrity Applications Incorporated),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Center for Spatial Information Technology,,India,unknown,geospatial company,geospatial company,geospatial company,yes,unknown,unknown,unknown,unknown,unknown,,,,Center for Spatial Information Technology,India,unknown,unknown,unknown,geospatial company,geospatial company,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,geospatial company,unknown,unknown,direct,Direct website-led GTM into enterprise users for geospatial company.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
CEVEN,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,421,,CEVEN,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,421,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
CGC Converse Technologies Pvt. Ltd.,,India,unknown,,CGC Converse Technologies Pvt,CGC Converse Technologies Pvt,unknown,unknown,unknown,unknown,unknown,unknown,,,,CGC Converse Technologies Pvt. Ltd.,India,unknown,unknown,unknown,CGC Converse Technologies Pvt,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Chiliad,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,Chiliad,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
CitiEU | CitiME,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,5907,,CitiEU | CitiME,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,5907,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
City Green Light,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,13376,,City Green Light,unknown,unknown,unknown,unknown,unknown,unknown,unknown,government,unknown,government,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into government users for unknown.,unknown,13376,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Cleversafe,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,Cleversafe,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
CliQr Technologies,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,CliQr Technologies,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Coho Data,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,Coho Data,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
Composite Software,,,unknown,,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,,,Composite Software,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,SaaS,enterprise,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,direct,Direct website-led GTM into enterprise users for unknown.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,unknown,unknown,unknown,"Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.",unknown
